{	97	103	1	}
{	98	103	1	}
{	99	103	3	}
{	100	103	1	}
{	101	103	1	}
{	102	103	1	}
{	104	103	1	}
{	105	103	1	}
{	262	103	1	}
{	117	103	1	}
{	118	103	1	}
{	119	103	1	}
{	120	103	1	}
{	121	103	1	}
{	122	103	1	}
{	78	103	1	}
{	155	103	1	}
{	79	103	1	}
{	80	103	1	}
{	81	103	1	}
{	82	103	1	}
{	83	103	1	}
{	84	103	1	}
{	85	103	1	}
{	86	103	1	}
{	157	103	1	}
{	87	103	1	}
{	104	105	1	}
{	263	267	1	}
{	264	267	1	}
{	88	267	3	}
{	89	267	1	}
{	90	267	1	}
{	91	267	1	}
{	92	267	3	}
{	93	267	6	}
{	94	267	1	}
{	95	267	1	}
{	96	267	8	}
{	97	267	1	}
{	99	267	9	}
{	100	267	10	}
{	101	267	3	}
{	102	267	2	}
{	103	267	1	}
{	104	267	7	}
{	105	267	4	}
{	263	145	1	}
{	264	145	2	}
{	88	145	2	}
{	89	145	1	}
{	90	145	1	}
{	91	145	6	}
{	92	145	1	}
{	93	145	5	}
{	94	145	1	}
{	95	145	1	}
{	96	145	6	}
{	97	145	1	}
{	98	145	4	}
{	99	145	13	}
{	100	145	10	}
{	101	145	1	}
{	102	145	4	}
{	103	145	2	}
{	104	145	7	}
{	105	145	4	}
{	267	145	8	}
{	263	147	1	}
{	264	147	1	}
{	88	147	1	}
{	89	147	1	}
{	90	147	1	}
{	91	147	1	}
{	92	147	1	}
{	93	147	1	}
{	94	147	1	}
{	95	147	1	}
{	96	147	7	}
{	97	147	1	}
{	98	147	1	}
{	99	147	1	}
{	100	147	1	}
{	101	147	1	}
{	102	147	1	}
{	103	147	1	}
{	104	147	1	}
{	105	147	1	}
{	267	147	1	}
{	145	147	1	}
{	263	148	1	}
{	264	148	3	}
{	88	148	1	}
{	89	148	1	}
{	90	148	2	}
{	91	148	1	}
{	92	148	1	}
{	93	148	3	}
{	94	148	1	}
{	95	148	1	}
{	96	148	5	}
{	97	148	1	}
{	98	148	1	}
{	99	148	7	}
{	100	148	7	}
{	101	148	1	}
{	102	148	6	}
{	103	148	1	}
{	104	148	9	}
{	105	148	3	}
{	267	148	6	}
{	145	148	4	}
{	147	148	1	}
{	263	149	1	}
{	264	149	1	}
{	88	149	1	}
{	89	149	1	}
{	90	149	1	}
{	91	149	1	}
{	92	149	1	}
{	93	149	1	}
{	94	149	1	}
{	95	149	1	}
{	96	149	6	}
{	97	149	1	}
{	98	149	1	}
{	99	149	6	}
{	100	149	5	}
{	101	149	1	}
{	102	149	2	}
{	103	149	1	}
{	104	149	1	}
{	105	149	1	}
{	267	149	3	}
{	145	149	3	}
{	147	149	1	}
{	148	149	1	}
{	263	150	1	}
{	264	150	1	}
{	88	150	1	}
{	89	150	1	}
{	90	150	1	}
{	91	150	1	}
{	92	150	1	}
{	93	150	1	}
{	94	150	1	}
{	95	150	1	}
{	96	150	6	}
{	97	150	1	}
{	98	150	1	}
{	99	150	1	}
{	100	150	5	}
{	101	150	1	}
{	102	150	1	}
{	103	150	1	}
{	104	150	1	}
{	105	150	1	}
{	267	150	2	}
{	145	150	1	}
{	147	150	1	}
{	148	150	2	}
{	149	150	1	}
{	263	151	1	}
{	264	151	5	}
{	88	151	1	}
{	89	151	2	}
{	90	151	1	}
{	91	151	4	}
{	92	151	1	}
{	93	151	4	}
{	94	151	1	}
{	95	151	1	}
{	96	151	6	}
{	97	151	1	}
{	98	151	6	}
{	99	151	15	}
{	100	151	10	}
{	101	151	1	}
{	102	151	3	}
{	103	151	1	}
{	104	151	6	}
{	105	151	9	}
{	267	151	3	}
{	145	151	2	}
{	147	151	2	}
{	148	151	4	}
{	149	151	1	}
{	150	151	1	}
{	262	117	1	}
{	262	118	4	}
{	117	118	2	}
{	262	119	5	}
{	117	119	1	}
{	118	119	1	}
{	262	120	3	}
{	117	120	4	}
{	118	120	2	}
{	119	120	2	}
{	262	121	4	}
{	117	121	2	}
{	118	121	1	}
{	119	121	2	}
{	120	121	2	}
{	262	122	2	}
{	117	122	1	}
{	118	122	1	}
{	119	122	1	}
{	120	122	2	}
{	121	122	1	}
{	98	124	4	}
{	99	124	5	}
{	100	124	1	}
{	101	124	5	}
{	102	124	5	}
{	262	124	6	}
{	117	124	5	}
{	118	124	4	}
{	119	124	8	}
{	120	124	7	}
{	121	124	6	}
{	122	124	6	}
{	98	125	1	}
{	99	125	6	}
{	100	125	1	}
{	101	125	1	}
{	102	125	2	}
{	262	125	1	}
{	117	125	1	}
{	118	125	1	}
{	119	125	1	}
{	120	125	3	}
{	121	125	1	}
{	122	125	2	}
{	124	125	1	}
{	98	126	2	}
{	99	126	1	}
{	100	126	2	}
{	101	126	2	}
{	102	126	1	}
{	262	126	4	}
{	117	126	2	}
{	118	126	1	}
{	119	126	3	}
{	120	126	5	}
{	121	126	3	}
{	122	126	3	}
{	124	126	2	}
{	125	126	3	}
{	98	127	1	}
{	99	127	13	}
{	100	127	7	}
{	101	127	1	}
{	102	127	4	}
{	262	127	5	}
{	117	127	1	}
{	118	127	1	}
{	119	127	1	}
{	120	127	2	}
{	121	127	2	}
{	122	127	1	}
{	124	127	1	}
{	125	127	1	}
{	126	127	1	}
{	98	128	2	}
{	99	128	4	}
{	100	128	1	}
{	101	128	1	}
{	102	128	1	}
{	262	128	3	}
{	117	128	1	}
{	118	128	1	}
{	119	128	1	}
{	120	128	2	}
{	121	128	1	}
{	122	128	1	}
{	124	128	1	}
{	125	128	1	}
{	126	128	1	}
{	127	128	1	}
{	98	129	1	}
{	99	129	10	}
{	100	129	7	}
{	101	129	1	}
{	102	129	4	}
{	262	129	3	}
{	117	129	1	}
{	118	129	2	}
{	119	129	2	}
{	120	129	1	}
{	121	129	1	}
{	122	129	2	}
{	124	129	1	}
{	125	129	1	}
{	126	129	1	}
{	127	129	1	}
{	128	129	1	}
{	98	130	3	}
{	99	130	9	}
{	100	130	4	}
{	101	130	1	}
{	102	130	3	}
{	262	130	2	}
{	117	130	1	}
{	118	130	2	}
{	119	130	3	}
{	120	130	2	}
{	121	130	1	}
{	122	130	1	}
{	124	130	1	}
{	125	130	1	}
{	126	130	1	}
{	127	130	1	}
{	128	130	2	}
{	129	130	1	}
{	98	47	4	}
{	99	131	22	}
{	100	131	12	}
{	101	131	1	}
{	102	131	9	}
{	262	131	7	}
{	117	131	1	}
{	118	131	5	}
{	119	131	2	}
{	120	131	5	}
{	121	131	3	}
{	122	131	3	}
{	124	131	1	}
{	125	131	2	}
{	126	131	1	}
{	127	131	3	}
{	128	131	3	}
{	129	131	4	}
{	130	131	1	}
{	98	132	6	}
{	99	132	7	}
{	100	132	8	}
{	101	132	2	}
{	102	132	11	}
{	262	132	12	}
{	117	132	3	}
{	118	132	2	}
{	119	132	6	}
{	120	132	1	}
{	121	132	1	}
{	122	132	1	}
{	124	132	1	}
{	125	132	1	}
{	126	132	1	}
{	127	132	3	}
{	128	132	1	}
{	129	132	1	}
{	130	132	1	}
{	131	132	7	}
{	98	133	12	}
{	99	133	21	}
{	100	133	13	}
{	101	133	12	}
{	102	133	14	}
{	262	133	11	}
{	117	133	12	}
{	118	133	13	}
{	119	133	12	}
{	120	133	15	}
{	121	133	13	}
{	122	133	14	}
{	124	133	13	}
{	125	133	13	}
{	126	133	14	}
{	127	133	14	}
{	128	133	14	}
{	129	133	15	}
{	130	133	14	}
{	131	133	21	}
{	132	133	22	}
{	98	134	2	}
{	99	134	15	}
{	100	134	4	}
{	101	134	1	}
{	102	134	6	}
{	262	134	5	}
{	117	134	1	}
{	118	134	2	}
{	119	134	3	}
{	120	134	1	}
{	121	134	1	}
{	122	134	1	}
{	124	134	3	}
{	125	134	1	}
{	126	134	1	}
{	127	134	2	}
{	128	134	1	}
{	129	134	3	}
{	130	134	1	}
{	131	134	5	}
{	132	134	8	}
{	133	134	1	}
{	98	135	2	}
{	99	135	5	}
{	100	135	2	}
{	101	135	1	}
{	102	135	2	}
{	262	135	1	}
{	117	135	1	}
{	118	135	1	}
{	119	135	2	}
{	120	135	1	}
{	121	135	1	}
{	122	135	1	}
{	124	135	1	}
{	125	135	1	}
{	126	135	1	}
{	127	135	1	}
{	128	135	1	}
{	129	135	1	}
{	130	135	5	}
{	131	135	6	}
{	132	135	9	}
{	133	135	3	}
{	134	135	2	}
{	98	136	1	}
{	99	136	3	}
{	100	136	2	}
{	101	136	1	}
{	102	136	1	}
{	262	136	3	}
{	117	136	1	}
{	118	136	1	}
{	119	136	2	}
{	120	136	1	}
{	121	136	1	}
{	122	136	1	}
{	124	136	1	}
{	125	136	1	}
{	126	136	1	}
{	127	136	1	}
{	128	136	1	}
{	129	136	2	}
{	130	136	1	}
{	131	136	6	}
{	132	136	6	}
{	133	136	1	}
{	134	136	3	}
{	135	136	1	}
{	98	137	1	}
{	99	137	1	}
{	100	137	1	}
{	101	137	1	}
{	102	137	1	}
{	262	137	1	}
{	117	137	1	}
{	118	137	1	}
{	119	137	1	}
{	120	137	2	}
{	121	137	1	}
{	122	137	2	}
{	124	137	1	}
{	125	137	1	}
{	126	137	1	}
{	127	137	2	}
{	128	137	2	}
{	129	137	3	}
{	130	137	1	}
{	131	137	7	}
{	132	137	6	}
{	133	137	6	}
{	134	137	4	}
{	135	137	1	}
{	136	137	3	}
{	98	138	1	}
{	99	138	1	}
{	100	138	1	}
{	101	138	1	}
{	102	138	1	}
{	262	138	1	}
{	117	138	1	}
{	118	138	1	}
{	119	138	1	}
{	120	138	2	}
{	121	138	1	}
{	122	138	2	}
{	124	138	1	}
{	125	138	1	}
{	126	138	1	}
{	127	138	2	}
{	128	138	2	}
{	129	138	3	}
{	130	138	1	}
{	131	138	7	}
{	132	138	8	}
{	133	138	2	}
{	134	138	4	}
{	135	138	1	}
{	136	138	3	}
{	137	138	1	}
{	263	139	2	}
{	264	139	2	}
{	88	139	2	}
{	89	139	1	}
{	90	139	1	}
{	91	139	1	}
{	92	139	1	}
{	93	139	1	}
{	94	139	1	}
{	95	139	1	}
{	96	139	4	}
{	97	139	2	}
{	98	139	3	}
{	99	139	14	}
{	100	139	8	}
{	101	139	1	}
{	102	139	6	}
{	103	139	1	}
{	262	139	6	}
{	117	139	3	}
{	118	139	4	}
{	119	139	3	}
{	120	139	1	}
{	121	139	1	}
{	122	139	1	}
{	124	139	2	}
{	125	139	1	}
{	126	139	1	}
{	127	139	3	}
{	128	139	1	}
{	129	139	3	}
{	130	139	1	}
{	131	139	4	}
{	132	139	12	}
{	133	139	6	}
{	134	139	9	}
{	135	139	10	}
{	136	139	2	}
{	137	139	1	}
{	138	139	1	}
{	78	139	3	}
{	155	139	1	}
{	79	139	1	}
{	80	139	1	}
{	81	139	1	}
{	82	139	1	}
{	83	139	1	}
{	84	139	1	}
{	85	139	1	}
{	86	139	1	}
{	157	139	1	}
{	87	139	2	}
{	106	139	4	}
{	107	139	2	}
{	108	139	3	}
{	109	139	2	}
{	110	139	1	}
{	111	139	1	}
{	112	139	8	}
{	113	139	9	}
{	114	139	2	}
{	115	139	4	}
{	116	139	1	}
{	78	79	1	}
{	155	79	1	}
{	78	80	1	}
{	155	80	1	}
{	79	80	3	}
{	78	81	1	}
{	155	81	1	}
{	79	81	3	}
{	80	81	1	}
{	78	82	2	}
{	155	82	1	}
{	79	82	5	}
{	80	82	1	}
{	81	82	1	}
{	78	83	9	}
{	155	83	1	}
{	79	83	3	}
{	80	83	1	}
{	81	83	1	}
{	82	83	2	}
{	78	84	1	}
{	155	84	1	}
{	79	84	2	}
{	80	84	1	}
{	81	84	1	}
{	82	84	1	}
{	83	84	1	}
{	78	85	1	}
{	155	85	1	}
{	79	85	1	}
{	80	85	1	}
{	81	85	1	}
{	82	85	1	}
{	83	85	1	}
{	84	85	1	}
{	78	86	3	}
{	155	86	1	}
{	79	86	2	}
{	80	86	1	}
{	81	86	1	}
{	82	86	1	}
{	83	86	1	}
{	84	86	1	}
{	85	86	1	}
{	78	157	3	}
{	155	157	2	}
{	79	157	5	}
{	80	157	1	}
{	81	157	1	}
{	82	157	1	}
{	83	157	1	}
{	84	157	2	}
{	85	157	1	}
{	86	157	1	}
{	78	87	5	}
{	155	87	2	}
{	79	87	10	}
{	80	87	1	}
{	81	87	6	}
{	82	87	2	}
{	83	87	6	}
{	84	87	1	}
{	85	87	1	}
{	86	87	1	}
{	157	87	3	}
{	263	106	2	}
{	264	106	6	}
{	88	106	10	}
{	89	106	7	}
{	90	106	7	}
{	91	106	7	}
{	92	106	3	}
{	93	106	5	}
{	94	106	5	}
{	95	106	4	}
{	96	106	14	}
{	97	106	4	}
{	98	106	8	}
{	99	106	21	}
{	100	106	11	}
{	101	106	4	}
{	102	106	7	}
{	103	106	4	}
{	78	106	5	}
{	155	106	4	}
{	79	106	1	}
{	80	106	3	}
{	81	106	3	}
{	82	106	4	}
{	83	106	7	}
{	84	106	5	}
{	85	106	3	}
{	86	106	3	}
{	157	106	5	}
{	87	106	2	}
{	263	107	2	}
{	264	107	1	}
{	88	107	1	}
{	89	107	1	}
{	90	107	1	}
{	91	107	1	}
{	92	107	1	}
{	93	107	1	}
{	94	107	1	}
{	95	107	1	}
{	96	107	5	}
{	97	107	1	}
{	98	107	2	}
{	99	107	7	}
{	100	107	5	}
{	101	107	1	}
{	102	107	4	}
{	103	107	1	}
{	78	107	1	}
{	155	107	1	}
{	79	107	1	}
{	80	107	1	}
{	81	107	1	}
{	82	107	2	}
{	83	107	1	}
{	84	107	1	}
{	85	107	1	}
{	86	107	1	}
{	157	107	1	}
{	87	107	1	}
{	106	107	1	}
{	263	108	4	}
{	264	108	3	}
{	88	108	4	}
{	89	108	4	}
{	90	108	1	}
{	91	108	1	}
{	92	108	4	}
{	93	108	2	}
{	94	108	2	}
{	95	108	1	}
{	96	108	8	}
{	97	108	1	}
{	98	108	2	}
{	99	108	12	}
{	100	108	9	}
{	101	108	1	}
{	102	108	1	}
{	103	108	1	}
{	78	108	1	}
{	155	108	1	}
{	79	108	1	}
{	80	108	1	}
{	81	108	1	}
{	82	108	1	}
{	83	108	1	}
{	84	108	1	}
{	85	108	1	}
{	86	108	1	}
{	157	108	1	}
{	87	108	1	}
{	106	108	3	}
{	107	108	6	}
{	263	109	3	}
{	264	109	4	}
{	88	109	4	}
{	89	109	3	}
{	90	109	3	}
{	91	109	2	}
{	92	109	2	}
{	93	109	6	}
{	94	109	4	}
{	95	109	3	}
{	96	109	11	}
{	97	109	4	}
{	98	109	5	}
{	99	109	16	}
{	100	109	12	}
{	101	109	2	}
{	102	109	4	}
{	103	109	2	}
{	78	109	7	}
{	155	109	2	}
{	79	109	2	}
{	80	109	2	}
{	81	109	1	}
{	82	109	1	}
{	83	109	3	}
{	84	109	3	}
{	85	109	2	}
{	86	109	2	}
{	157	109	2	}
{	87	109	2	}
{	106	109	2	}
{	107	109	7	}
{	108	109	7	}
{	263	110	4	}
{	264	110	2	}
{	88	110	1	}
{	89	110	1	}
{	90	110	6	}
{	91	110	1	}
{	92	110	1	}
{	93	110	2	}
{	94	110	1	}
{	95	110	1	}
{	96	110	4	}
{	97	110	1	}
{	98	110	1	}
{	99	110	9	}
{	100	110	8	}
{	101	110	1	}
{	102	110	4	}
{	103	110	1	}
{	78	110	2	}
{	155	110	1	}
{	79	110	1	}
{	80	110	1	}
{	81	110	1	}
{	82	110	1	}
{	83	110	2	}
{	84	110	1	}
{	85	110	1	}
{	86	110	1	}
{	157	110	1	}
{	87	110	2	}
{	106	110	2	}
{	107	110	2	}
{	108	110	1	}
{	109	110	1	}
{	263	111	1	}
{	264	111	2	}
{	88	111	1	}
{	89	111	4	}
{	90	111	2	}
{	91	111	3	}
{	92	111	3	}
{	93	111	5	}
{	94	111	1	}
{	95	111	1	}
{	96	111	10	}
{	97	111	1	}
{	98	111	6	}
{	99	111	21	}
{	100	111	8	}
{	101	111	1	}
{	102	111	3	}
{	103	111	1	}
{	78	111	5	}
{	155	111	1	}
{	79	111	3	}
{	80	111	1	}
{	81	111	1	}
{	82	111	1	}
{	83	111	1	}
{	84	111	1	}
{	85	111	1	}
{	86	111	1	}
{	157	111	1	}
{	87	111	4	}
{	106	111	8	}
{	107	111	26	}
{	108	111	3	}
{	109	111	8	}
{	110	111	5	}
{	263	112	1	}
{	264	112	2	}
{	88	112	3	}
{	89	112	2	}
{	90	112	4	}
{	91	112	1	}
{	92	112	1	}
{	93	112	4	}
{	94	112	1	}
{	95	112	2	}
{	96	112	7	}
{	97	112	3	}
{	98	112	5	}
{	99	112	28	}
{	100	112	11	}
{	101	112	1	}
{	102	112	8	}
{	103	112	3	}
{	78	112	3	}
{	155	112	1	}
{	79	112	1	}
{	80	112	1	}
{	81	112	2	}
{	82	112	2	}
{	83	112	2	}
{	84	112	1	}
{	85	112	1	}
{	86	112	1	}
{	157	112	3	}
{	87	112	1	}
{	106	112	8	}
{	107	112	12	}
{	108	112	7	}
{	109	112	10	}
{	110	112	4	}
{	111	112	9	}
{	263	113	3	}
{	264	113	1	}
{	88	113	2	}
{	89	113	1	}
{	90	113	2	}
{	91	113	1	}
{	92	113	1	}
{	93	113	1	}
{	94	113	1	}
{	95	113	1	}
{	96	113	7	}
{	97	113	1	}
{	98	113	1	}
{	99	113	6	}
{	100	113	3	}
{	101	113	1	}
{	102	113	1	}
{	103	113	1	}
{	78	113	1	}
{	155	113	1	}
{	79	113	1	}
{	80	113	1	}
{	81	113	1	}
{	82	113	1	}
{	83	113	1	}
{	84	113	1	}
{	85	113	1	}
{	86	113	1	}
{	157	113	1	}
{	87	113	1	}
{	106	113	3	}
{	107	113	6	}
{	108	113	3	}
{	109	113	5	}
{	110	113	2	}
{	111	113	6	}
{	112	113	6	}
{	263	114	2	}
{	264	114	1	}
{	88	114	1	}
{	89	114	1	}
{	90	114	1	}
{	91	114	1	}
{	92	114	1	}
{	93	114	1	}
{	94	114	1	}
{	95	114	1	}
{	96	114	6	}
{	97	114	1	}
{	98	114	3	}
{	99	114	2	}
{	100	114	6	}
{	101	114	1	}
{	102	114	1	}
{	103	114	1	}
{	78	114	1	}
{	155	114	1	}
{	79	114	1	}
{	80	114	1	}
{	81	114	1	}
{	82	114	1	}
{	83	114	1	}
{	84	114	1	}
{	85	114	1	}
{	86	114	1	}
{	157	114	1	}
{	87	114	1	}
{	106	114	4	}
{	107	114	9	}
{	108	114	2	}
{	109	114	3	}
{	110	114	7	}
{	111	114	3	}
{	112	114	5	}
{	113	114	1	}
{	263	115	1	}
{	264	115	1	}
{	88	115	1	}
{	89	115	1	}
{	90	115	1	}
{	91	115	3	}
{	92	115	1	}
{	93	115	1	}
{	94	115	1	}
{	95	115	1	}
{	96	115	5	}
{	97	115	1	}
{	98	115	1	}
{	99	115	9	}
{	100	115	8	}
{	101	115	1	}
{	102	115	4	}
{	103	115	1	}
{	78	115	3	}
{	155	115	1	}
{	79	115	1	}
{	80	115	1	}
{	81	115	2	}
{	82	115	1	}
{	83	115	2	}
{	84	115	1	}
{	85	115	1	}
{	86	115	1	}
{	157	115	1	}
{	87	115	2	}
{	106	115	6	}
{	107	115	5	}
{	108	115	4	}
{	109	115	5	}
{	110	115	1	}
{	111	115	3	}
{	112	115	8	}
{	113	115	1	}
{	114	115	1	}
{	263	116	1	}
{	264	116	1	}
{	88	116	1	}
{	89	116	1	}
{	90	116	1	}
{	91	116	2	}
{	92	116	1	}
{	93	116	1	}
{	94	116	1	}
{	95	116	1	}
{	96	116	6	}
{	97	116	1	}
{	98	116	2	}
{	99	116	4	}
{	100	116	2	}
{	101	116	1	}
{	102	116	2	}
{	103	116	1	}
