passenger_rates:	2790			
format:	3
{	14	266	4	}
{	13	266	1	}
{	78	266	5	}
{	155	266	4	}
{	79	266	10	}
{	80	266	1	}
{	81	266	2	}
{	82	266	1	}
{	83	266	2	}
{	84	266	2	}
{	85	266	1	}
{	86	266	1	}
{	157	266	1	}
{	87	266	1	}
{	263	264	1	}
{	104	264	7	}
{	105	264	2	}
{	78	264	8	}
{	155	264	4	}
{	79	264	12	}
{	80	264	1	}
{	81	264	15	}
{	82	264	5	}
{	83	264	15	}
{	84	264	1	}
{	85	264	3	}
{	86	264	3	}
{	157	264	6	}
{	87	264	3	}
{	263	88	1	}
{	264	88	4	}
{	104	88	4	}
{	105	88	1	}
{	78	88	9	}
{	155	88	1	}
{	79	88	7	}
{	80	88	1	}
{	81	88	1	}
{	82	88	2	}
{	83	88	2	}
{	84	88	1	}
{	85	88	1	}
{	86	88	1	}
{	157	88	4	}
{	87	88	3	}
{	263	89	1	}
{	264	89	3	}
{	88	89	2	}
{	104	89	5	}
{	105	89	1	}
{	78	89	2	}
{	155	89	2	}
{	79	89	5	}
{	80	89	1	}
{	81	89	3	}
{	82	89	4	}
{	83	89	3	}
{	84	89	1	}
{	85	89	1	}
{	86	89	1	}
{	157	89	4	}
{	87	89	5	}
{	263	90	3	}
{	264	90	2	}
{	88	90	2	}
{	89	90	2	}
{	104	90	2	}
{	105	90	1	}
{	78	90	1	}
{	155	90	1	}
{	79	90	3	}
{	80	90	1	}
{	81	90	4	}
{	82	90	1	}
{	83	90	2	}
{	84	90	1	}
{	85	90	1	}
{	86	90	2	}
{	157	90	3	}
{	87	90	1	}
{	263	91	3	}
{	264	91	2	}
{	88	91	1	}
{	89	91	4	}
{	90	91	4	}
{	104	91	3	}
{	105	91	2	}
{	78	91	5	}
{	155	91	2	}
{	79	91	12	}
{	80	91	1	}
{	81	91	3	}
{	82	91	7	}
{	83	91	2	}
{	84	91	1	}
{	85	91	1	}
{	86	91	1	}
{	157	91	1	}
{	87	91	2	}
{	263	92	2	}
{	264	92	3	}
{	88	92	3	}
{	89	92	2	}
{	90	92	2	}
{	91	92	1	}
{	104	92	7	}
{	105	92	4	}
{	78	92	8	}
{	155	92	1	}
{	79	92	4	}
{	80	92	1	}
{	81	92	2	}
{	82	92	2	}
{	83	92	7	}
{	84	92	2	}
{	85	92	1	}
{	86	92	1	}
{	157	92	4	}
{	87	92	3	}
{	263	93	1	}
{	264	93	6	}
{	88	93	10	}
{	89	93	3	}
{	90	93	3	}
{	91	93	3	}
{	92	93	2	}
{	104	93	2	}
{	105	93	3	}
{	78	93	6	}
{	155	93	2	}
{	79	93	6	}
{	80	93	2	}
{	81	93	3	}
{	82	93	5	}
{	83	93	3	}
{	84	93	3	}
{	85	93	2	}
{	86	93	2	}
{	157	93	3	}
{	87	93	2	}
{	263	94	1	}
{	264	94	1	}
{	88	94	3	}
{	89	94	1	}
{	90	94	1	}
{	91	94	1	}
{	92	94	1	}
{	93	94	1	}
{	104	94	1	}
{	105	94	1	}
{	78	94	1	}
{	155	94	1	}
{	79	94	1	}
{	80	94	1	}
{	81	94	1	}
{	82	94	1	}
{	83	94	1	}
{	84	94	1	}
{	85	94	1	}
{	86	94	1	}
{	157	94	1	}
{	87	94	1	}
{	263	95	1	}
{	264	95	1	}
{	88	95	1	}
{	89	95	1	}
{	90	95	1	}
{	91	95	1	}
{	92	95	1	}
{	93	95	1	}
{	94	95	1	}
{	104	95	1	}
{	105	95	3	}
{	78	95	1	}
{	155	95	1	}
{	79	95	1	}
{	80	95	1	}
{	81	95	1	}
{	82	95	2	}
{	83	95	1	}
{	84	95	1	}
{	85	95	1	}
{	86	95	1	}
{	157	95	1	}
{	87	95	1	}
{	263	96	1	}
{	264	96	2	}
{	88	96	5	}
{	89	96	7	}
{	90	96	3	}
{	91	96	7	}
{	92	96	2	}
{	93	96	3	}
{	94	96	1	}
{	95	96	1	}
{	104	96	1	}
{	105	96	1	}
{	78	96	4	}
{	155	96	1	}
{	79	96	4	}
{	80	96	1	}
{	81	96	1	}
{	82	96	2	}
{	83	96	1	}
{	84	96	1	}
{	85	96	1	}
{	86	96	1	}
{	157	96	1	}
{	87	96	9	}
{	263	97	1	}
{	264	97	2	}
{	88	97	2	}
{	89	97	1	}
{	90	97	1	}
{	91	97	2	}
{	92	97	1	}
{	93	97	3	}
{	94	97	1	}
{	95	97	1	}
{	96	97	10	}
{	104	97	1	}
{	105	97	1	}
{	78	97	1	}
{	155	97	1	}
{	79	97	3	}
{	80	97	1	}
{	81	97	1	}
{	82	97	1	}
{	83	97	1	}
{	84	97	1	}
{	85	97	1	}
{	86	97	1	}
{	157	97	1	}
{	87	97	1	}
{	263	98	2	}
{	264	98	12	}
{	88	98	5	}
{	89	98	1	}
{	90	98	5	}
{	91	98	3	}
{	92	98	2	}
{	93	98	3	}
{	94	98	1	}
{	95	98	1	}
{	96	98	7	}
{	97	98	1	}
{	104	98	3	}
{	105	98	5	}
{	262	20	14	}
{	117	98	4	}
{	118	98	3	}
{	119	20	8	}
{	120	20	6	}
{	78	98	6	}
{	155	98	1	}
{	79	98	1	}
{	80	98	1	}
{	81	98	3	}
{	82	98	2	}
{	83	98	1	}
{	84	98	1	}
{	85	98	1	}
{	86	98	1	}
{	157	98	1	}
{	87	98	2	}
{	263	99	10	}
{	264	99	23	}
{	88	99	11	}
{	89	99	8	}
{	90	99	8	}
{	91	99	15	}
{	92	99	5	}
{	93	99	11	}
{	94	99	4	}
{	95	99	1	}
{	96	99	17	}
{	97	99	1	}
{	98	99	13	}
{	104	99	27	}
{	105	99	21	}
{	262	99	24	}
{	117	99	19	}
{	118	99	16	}
{	119	99	16	}
{	120	99	19	}
{	121	99	4	}
{	122	99	4	}
{	78	99	8	}
{	155	99	1	}
{	79	99	6	}
{	80	99	1	}
{	81	99	1	}
{	82	99	9	}
{	83	99	7	}
{	84	99	1	}
{	85	99	1	}
{	86	99	2	}
{	157	99	2	}
{	87	99	8	}
{	263	100	7	}
{	264	100	9	}
{	88	100	2	}
{	89	100	7	}
{	90	100	7	}
{	91	100	5	}
{	92	100	4	}
{	93	100	8	}
{	94	100	1	}
{	95	100	1	}
{	96	100	8	}
{	97	100	2	}
{	98	100	7	}
{	99	100	10	}
{	104	100	10	}
{	105	100	9	}
{	262	100	9	}
{	117	100	1	}
{	118	100	13	}
{	119	100	8	}
{	120	100	4	}
{	121	100	6	}
{	122	100	5	}
{	78	100	3	}
{	155	100	1	}
{	79	100	2	}
{	80	100	1	}
{	81	100	6	}
{	82	100	4	}
{	83	100	7	}
{	84	100	1	}
{	85	100	4	}
{	86	100	1	}
{	157	100	1	}
{	87	100	9	}
{	263	101	1	}
{	264	101	3	}
{	88	101	4	}
{	89	101	2	}
{	90	101	3	}
{	91	101	1	}
{	92	101	1	}
{	93	101	1	}
{	94	101	3	}
{	95	101	2	}
{	96	101	9	}
{	97	101	2	}
{	98	101	2	}
{	99	101	1	}
{	100	101	1	}
{	105	101	1	}
{	117	101	1	}
{	119	101	1	}
{	120	101	3	}
{	121	101	2	}
{	122	101	3	}
{	78	101	1	}
{	155	101	2	}
{	79	101	1	}
{	80	101	1	}
{	81	101	1	}
{	82	101	1	}
{	83	101	3	}
{	84	101	3	}
{	85	101	1	}
{	86	101	1	}
{	157	101	2	}
{	87	101	1	}
{	263	102	1	}
{	264	102	2	}
{	88	102	3	}
{	89	102	3	}
{	90	102	1	}
{	91	102	6	}
{	92	102	1	}
{	93	102	1	}
{	94	102	1	}
{	95	102	1	}
{	96	102	5	}
{	97	102	1	}
{	98	102	5	}
{	99	102	24	}
{	100	102	13	}
{	101	102	1	}
{	104	102	2	}
{	105	102	2	}
{	262	102	5	}
{	117	102	2	}
{	118	102	3	}
{	119	102	5	}
{	120	102	2	}
{	78	102	1	}
{	155	102	1	}
{	79	102	2	}
{	80	102	1	}
{	81	102	3	}
{	82	102	1	}
{	83	102	3	}
{	84	102	1	}
{	85	102	1	}
{	86	102	1	}
{	157	102	2	}
{	87	102	3	}
{	263	103	1	}
{	264	103	1	}
{	88	103	2	}
{	89	103	1	}
{	90	103	1	}
{	91	103	1	}
{	92	103	1	}
{	93	103	1	}
{	94	103	2	}
{	95	103	1	}
{	96	103	8	}
