transit_paths:	4762	
1	3	3385	4	{	1	{	1	}	1	{	1	}	1	{	3	}	1	{	3	}	}	1	{1{	1	}	}	2	{0	0	}
1	4	3386	4	{	1	{	1	}	1	{	1	}	1	{	4	}	1	{	4	}	}	1	{1{	1	}	}	2	{0	0	}
1	5	3387	4	{	1	{	1	}	1	{	1	}	1	{	5	}	1	{	5	}	}	1	{1{	1	}	}	2	{0	0	}
1	6	3388	4	{	1	{	1	}	1	{	1	}	1	{	6	}	1	{	6	}	}	1	{1{	1	}	}	2	{0	0	}
1	7	3389	4	{	1	{	1	}	1	{	1	}	1	{	7	}	1	{	7	}	}	1	{1{	1	}	}	2	{0	0	}
1	8	3390	4	{	1	{	1	}	1	{	1	}	1	{	8	}	1	{	8	}	}	1	{1{	1	}	}	2	{0	0	}
1	9	3391	4	{	1	{	1	}	1	{	1	}	1	{	9	}	1	{	9	}	}	1	{1{	1	}	}	2	{0	0	}
1	10	3392	4	{	1	{	1	}	1	{	1	}	1	{	10	}	1	{	10	}	}	1	{1{	1	}	}	2	{0	0	}
1	11	3393	4	{	1	{	1	}	1	{	1	}	1	{	11	}	1	{	11	}	}	1	{1{	1	}	}	2	{0	0	}
1	12	3394	4	{	1	{	1	}	1	{	1	}	1	{	12	}	1	{	12	}	}	1	{1{	1	}	}	2	{0	0	}
1	13	3395	4	{	1	{	1	}	1	{	1	}	1	{	13	}	1	{	13	}	}	1	{2{	1	3	}	}	2	{0	0	}
1	14	3396	4	{	1	{	1	}	1	{	1	}	1	{	14	}	1	{	14	}	}	1	{2{	1	3	}	}	2	{0	0	}
1	15	3397	4	{	1	{	1	}	1	{	1	}	1	{	15	}	1	{	15	}	}	1	{2{	1	3	}	}	2	{0	0	}
1	16	3398	4	{	1	{	1	}	1	{	1	}	1	{	16	}	1	{	16	}	}	1	{2{	1	3	}	}	2	{0	0	}
1	17	3399	4	{	1	{	1	}	1	{	1	}	1	{	17	}	1	{	17	}	}	1	{2{	1	3	}	}	2	{0	0	}
1	18	3400	4	{	1	{	1	}	1	{	1	}	1	{	18	}	1	{	18	}	}	1	{2{	1	3	}	}	2	{0	0	}
1	19	3407	4	{	1	{	1	}	1	{	1	}	1	{	19	}	1	{	19	}	}	1	{1{	1	}	}	2	{0	0	}
1	19	33989	6	{	1	{	1	}	1	{	1	}	6	{	13	14	15	16	17	18	}	6	{	13	14	15	16	17	18	}	1	{	19	}	1	{	19	}	}	2	{1{	3	}	2{	1	2	}	}	3	{0	0	0	}
1	20	3414	4	{	1	{	1	}	1	{	1	}	1	{	20	}	1	{	20	}	}	1	{1{	1	}	}	2	{0	0	}
1	20	33990	6	{	1	{	1	}	1	{	1	}	6	{	13	14	15	16	17	18	}	6	{	13	14	15	16	17	18	}	1	{	20	}	1	{	20	}	}	2	{1{	3	}	2{	1	2	}	}	3	{0	0	0	}
1	21	3421	4	{	1	{	1	}	1	{	1	}	1	{	21	}	1	{	21	}	}	1	{1{	1	}	}	2	{0	0	}
1	21	33991	6	{	1	{	1	}	1	{	1	}	6	{	13	14	15	16	17	18	}	6	{	13	14	15	16	17	18	}	1	{	21	}	1	{	21	}	}	2	{1{	3	}	2{	1	2	}	}	3	{0	0	0	}
1	22	3428	4	{	1	{	1	}	1	{	1	}	1	{	22	}	1	{	22	}	}	1	{1{	1	}	}	2	{0	0	}
1	22	33992	6	{	1	{	1	}	1	{	1	}	6	{	13	14	15	16	17	18	}	6	{	13	14	15	16	17	18	}	1	{	22	}	1	{	22	}	}	2	{1{	3	}	2{	1	2	}	}	3	{0	0	0	}
1	23	3435	4	{	1	{	1	}	1	{	1	}	1	{	23	}	1	{	23	}	}	1	{1{	1	}	}	2	{0	0	}
1	23	33993	6	{	1	{	1	}	1	{	1	}	6	{	13	14	15	16	17	18	}	6	{	13	14	15	16	17	18	}	1	{	23	}	1	{	23	}	}	2	{1{	3	}	2{	1	2	}	}	3	{0	0	0	}
1	24	3442	4	{	1	{	1	}	1	{	1	}	1	{	24	}	1	{	24	}	}	1	{1{	1	}	}	2	{0	0	}
1	24	33994	6	{	1	{	1	}	1	{	1	}	6	{	13	14	15	16	17	18	}	6	{	13	14	15	16	17	18	}	1	{	24	}	1	{	24	}	}	2	{1{	3	}	2{	1	2	}	}	3	{0	0	0	}
1	25	3449	4	{	1	{	1	}	1	{	1	}	1	{	25	}	1	{	25	}	}	1	{1{	1	}	}	2	{0	0	}
1	25	33995	6	{	1	{	1	}	1	{	1	}	6	{	13	14	15	16	17	18	}	6	{	13	14	15	16	17	18	}	1	{	25	}	1	{	25	}	}	2	{1{	3	}	2{	1	2	}	}	3	{0	0	0	}
1	26	3456	4	{	1	{	1	}	1	{	1	}	1	{	26	}	1	{	26	}	}	1	{1{	1	}	}	2	{0	0	}
1	26	33996	6	{	1	{	1	}	1	{	1	}	6	{	13	14	15	16	17	18	}	6	{	13	14	15	16	17	18	}	1	{	26	}	1	{	26	}	}	2	{1{	3	}	2{	1	2	}	}	3	{0	0	0	}
1	27	3463	4	{	1	{	1	}	1	{	1	}	1	{	27	}	1	{	27	}	}	1	{1{	1	}	}	2	{0	0	}
1	27	33997	6	{	1	{	1	}	1	{	1	}	6	{	13	14	15	16	17	18	}	6	{	13	14	15	16	17	18	}	1	{	27	}	1	{	27	}	}	2	{1{	3	}	2{	1	2	}	}	3	{0	0	0	}
1	28	3470	4	{	1	{	1	}	1	{	1	}	1	{	28	}	1	{	28	}	}	1	{1{	1	}	}	2	{0	0	}
1	28	33998	6	{	1	{	1	}	1	{	1	}	6	{	13	14	15	16	17	18	}	6	{	13	14	15	16	17	18	}	1	{	28	}	1	{	28	}	}	2	{1{	3	}	2{	1	2	}	}	3	{0	0	0	}
1	29	3477	4	{	1	{	1	}	1	{	1	}	1	{	29	}	1	{	29	}	}	1	{1{	1	}	}	2	{0	0	}
1	29	33999	6	{	1	{	1	}	1	{	1	}	6	{	13	14	15	16	17	18	}	6	{	13	14	15	16	17	18	}	1	{	29	}	1	{	29	}	}	2	{1{	3	}	2{	1	2	}	}	3	{0	0	0	}
1	30	3484	4	{	1	{	1	}	1	{	1	}	1	{	30	}	1	{	30	}	}	1	{1{	1	}	}	2	{0	0	}
