1	101	-1	1	3	0	
1	101	-1	3	4	0	
1	101	-1	4	5	0	
1	101	-1	5	6	0	
1	101	-1	6	7	0	
1	101	-1	7	8	0	
1	101	-1	8	9	0	
1	101	-1	9	10	0	
1	101	-1	10	11	0	
1	101	-1	11	12	0	
1	101	-1	12	13	0	
1	101	-1	13	14	0	
1	101	-1	14	15	0	
1	101	-1	15	16	0	
1	101	-1	16	17	0	
1	101	-1	17	18	0	
1	101	-1	18	19	0	
1	101	-1	19	20	0	
1	101	-1	20	21	0	
1	101	-1	21	22	0	
1	101	-1	22	23	0	
1	101	-1	23	24	0	
1	101	-1	24	25	0	
1	101	-1	25	26	0	
1	101	-1	26	27	0	
1	101	-1	27	28	0	
1	101	-1	28	29	0	
1	101	-1	29	30	0	
1	101	-1	30	152	0	
1	101	-1	152	31	0	
1	101	-1	31	33	0	
1	101	-1	33	35	0	
1	101	-1	35	36	0	
1	101	-1	36	37	0	
1	101	-1	37	38	0	
1	101	-1	38	154	0	
1	101	-1	154	39	0	
1	102	-1	1	3	0	
1	102	-1	3	4	0	
1	102	-1	4	5	0	
1	102	-1	5	6	0	
1	102	-1	6	7	0	
1	102	-1	7	8	0	
1	102	-1	8	9	0	
1	102	-1	9	10	0	
1	102	-1	10	11	0	
1	102	-1	11	12	0	
1	102	-1	12	13	0	
1	102	-1	13	14	0	
1	102	-1	14	15	0	
1	102	-1	15	16	0	
1	102	-1	16	17	0	
1	102	-1	17	18	0	
1	102	-1	18	19	0	
1	102	-1	19	20	0	
1	102	-1	20	21	0	
1	102	-1	21	22	0	
1	102	-1	22	23	0	
1	102	-1	23	24	0	
1	102	-1	24	25	0	
1	102	-1	25	26	0	
1	102	-1	26	27	0	
1	102	-1	27	28	0	
1	102	-1	28	29	0	
1	102	-1	29	30	0	
1	102	-1	30	152	0	
1	102	-1	152	31	0	
1	102	-1	31	33	0	
1	102	-1	33	35	0	
1	102	-1	35	36	0	
1	102	-1	36	37	0	
1	102	-1	37	38	0	
1	102	-1	38	154	0	
1	102	-1	154	39	0	
1	103	-1	1	3	0	
1	103	-1	3	4	0	
1	103	-1	4	5	0	
1	103	-1	5	6	0	
1	103	-1	6	7	0	
1	103	-1	7	8	0	
1	103	-1	8	9	0	
1	103	-1	9	10	0	
1	103	-1	10	11	0	
1	103	-1	11	12	0	
1	103	-1	12	13	0	
1	103	-1	13	14	0	
1	103	-1	14	15	0	
1	103	-1	15	16	0	
1	103	-1	16	17	0	
1	103	-1	17	18	0	
1	103	-1	18	19	0	
1	103	-1	19	20	0	
1	103	-1	20	21	0	
1	103	-1	21	22	0	
1	103	-1	22	23	0	
1	103	-1	23	24	0	
1	103	-1	24	25	0	
1	103	-1	25	26	0	
1	103	-1	26	27	0	
1	103	-1	27	28	0	
1	103	-1	28	29	0	
1	103	-1	29	30	0	
1	103	-1	30	152	0	
1	103	-1	152	31	0	
1	103	-1	31	33	0	
1	103	-1	33	35	0	
1	103	-1	35	36	0	
1	103	-1	36	37	0	
1	103	-1	37	38	0	
1	103	-1	38	154	0	
1	103	-1	154	39	0	
1	104	-1	1	3	0	
1	104	-1	3	4	0	
1	104	-1	4	5	0	
1	104	-1	5	6	0	
1	104	-1	6	7	0	
1	104	-1	7	8	0	
1	104	-1	8	9	0	
1	104	-1	9	10	0	
1	104	-1	10	11	0	
1	104	-1	11	12	0	
1	104	-1	12	13	0	
1	104	-1	13	14	0	
1	104	-1	14	15	0	
1	104	-1	15	16	0	
1	104	-1	16	17	0	
1	104	-1	17	18	0	
1	104	-1	18	19	0	
1	104	-1	19	20	0	
1	104	-1	20	21	0	
1	104	-1	21	22	0	
1	104	-1	22	23	0	
1	104	-1	23	24	0	
1	104	-1	24	25	0	
1	104	-1	25	26	0	
1	104	-1	26	27	0	
1	104	-1	27	28	0	
1	104	-1	28	29	0	
1	104	-1	29	30	0	
1	104	-1	30	152	0	
1	104	-1	152	31	0	
1	104	-1	31	33	0	
1	104	-1	33	35	0	
1	104	-1	35	36	0	
1	104	-1	36	37	0	
1	104	-1	37	38	0	
1	104	-1	38	154	0	
1	104	-1	154	39	0	
1	105	-1	1	3	0	
1	105	-1	3	4	0	
1	105	-1	4	5	0	
1	105	-1	5	6	0	
1	105	-1	6	7	0	
1	105	-1	7	8	0	
1	105	-1	8	9	0	
1	105	-1	9	10	0	
1	105	-1	10	11	0	
1	105	-1	11	12	0	
1	105	-1	12	13	0	
1	105	-1	13	14	0	
1	105	-1	14	15	0	
1	105	-1	15	16	0	
1	105	-1	16	17	0	
1	105	-1	17	18	0	
1	105	-1	18	19	0	
1	105	-1	19	20	0	
1	105	-1	20	21	0	
1	105	-1	21	22	0	
1	105	-1	22	23	0	
1	105	-1	23	24	0	
1	105	-1	24	25	0	
