1	101	1	1	1253218	1	1.10341	
1	101	1	1	1253218	0	6.66975	
1	101	3	1	1218217	1	24.7096	
1	101	3	1	1218217	0	30.276	
1	101	4	1	1217216	1	50.9331	
1	101	4	1	1217216	0	56.4995	
1	101	5	1	1215214	1	76.5145	
1	101	5	1	1215214	0	82.0808	
1	101	6	1	1214213	1	99.6373	
1	101	6	1	1214213	0	105.204	
1	101	7	1	1227212	1	137.677	
1	101	7	1	1227212	0	143.244	
1	101	8	1	1212211	1	171.431	
1	101	8	1	1212211	0	176.998	
1	101	9	1	1211210	1	198.641	
1	101	9	1	1211210	0	204.207	
1	101	10	1	1051116	1	238.508	
1	101	10	1	1051116	0	244.074	
1	101	11	1	1051116	1	256.433	
1	101	11	1	1051116	0	261.999	
1	101	12	1	1116037	1	291.962	
1	101	12	1	1116037	0	297.528	
1	101	13	1	1037039	1	336.911	
1	101	13	1	1037039	0	342.477	
1	101	14	1	1039061	1	364.353	
1	101	14	1	1039061	0	369.919	
1	101	15	1	1104044	1	401.967	
1	101	15	1	1104044	0	407.534	
1	101	16	1	1044098	1	465.289	
1	101	16	1	1044098	0	470.856	
1	101	17	1	1098258	1	504.193	
1	101	17	1	1098258	0	509.759	
1	101	18	1	1226048	1	571.103	
1	101	18	1	1226048	0	576.67	
1	101	19	1	1048223	1	594.287	
1	101	19	1	1048223	0	599.853	
1	101	20	1	1223113	1	623.425	
1	101	20	1	1223113	0	628.991	
1	101	21	1	1113225	1	651.663	
1	101	21	1	1113225	0	657.229	
1	101	22	1	1224222	1	698.342	
1	101	22	1	1224222	0	703.908	
1	101	23	1	1222100	1	727.677	
1	101	23	1	1222100	0	733.244	
1	101	24	1	1082173	1	753.058	
1	101	24	1	1082173	0	758.624	
1	101	25	1	1018205	1	779.404	
1	101	25	1	1018205	0	784.97	
1	101	26	1	1203204	1	796.082	
1	101	26	1	1203204	0	801.649	
1	101	27	1	1204200	1	811.232	
1	101	27	1	1204200	0	816.798	
1	101	28	1	1200130	1	833.159	
1	101	28	1	1200130	0	838.725	
1	101	29	1	1192033	1	859.935	
1	101	29	1	1192033	0	865.502	
1	101	30	1	1033035	1	887.741	
1	101	30	1	1033035	0	893.308	
1	101	152	1	1035159	1	957.243	
1	101	152	1	1035159	0	962.81	
1	101	31	1	1035159	1	962.81	
1	101	31	1	1035159	0	968.376	
1	101	33	1	1159034	1	1028.94	
1	101	33	1	1159034	0	1034.51	
1	101	35	1	1034027	1	1089.14	
1	101	35	1	1034027	0	1094.7	
1	101	36	1	1027174	1	1158.01	
1	101	36	1	1027174	0	1163.57	
1	101	37	1	1174080	1	1219.7	
1	101	37	1	1174080	0	1225.27	
1	101	38	1	1080182	1	1281.89	
1	101	38	1	1080182	0	1287.46	
1	101	154	1	1080182	1	1287.46	
1	101	154	1	1080182	0	1293.03	
1	101	39	1	1182999	1	1306.81	
1	101	39	1	1182999	0	1312.38	
1	102	1	2	1253218	1	180.997	
1	102	1	2	1253218	0	185.813	
1	102	3	2	1218217	1	203.853	
1	102	3	2	1218217	0	208.67	
1	102	4	2	1217216	1	231.664	
1	102	4	2	1217216	0	236.481	
1	102	5	2	1215214	1	269.206	
1	102	5	2	1215214	0	274.022	
1	102	6	2	1214213	1	289.671	
1	102	6	2	1214213	0	294.487	
1	102	7	2	1227212	1	332.229	
1	102	7	2	1227212	0	337.045	
1	102	8	2	1212211	1	365.152	
1	102	8	2	1212211	0	369.969	
1	102	9	2	1211210	1	401.697	
1	102	9	2	1211210	0	406.514	
1	102	10	2	1051116	1	450.468	
1	102	10	2	1051116	0	455.584	
1	102	11	2	1051116	1	467.943	
1	102	11	2	1051116	0	473.059	
1	102	12	2	1116037	1	497.676	
1	102	12	2	1116037	0	502.792	
1	102	13	2	1037039	1	536.645	
1	102	13	2	1037039	0	541.761	
1	102	14	2	1039061	1	575.914	
1	102	14	2	1039061	0	581.03	
1	102	15	2	1104044	1	609.941	
1	102	15	2	1104044	0	615.057	
1	102	16	2	1044098	1	676.386	
1	102	16	2	1044098	0	681.502	
1	102	17	2	1098258	1	713.987	
1	102	17	2	1098258	0	719.103	
1	102	18	2	1226048	1	779.003	
1	102	18	2	1226048	0	784.119	
1	102	19	2	1048223	1	802.194	
1	102	19	2	1048223	0	807.31	
1	102	20	2	1223113	1	822.96	
1	102	20	2	1223113	0	828.076	
1	102	21	2	1113225	1	855.384	
1	102	21	2	1113225	0	860.5	
1	102	22	2	1224222	1	911.631	
1	102	22	2	1224222	0	916.747	
1	102	23	2	1222100	1	944.754	
1	102	23	2	1222100	0	949.87	
1	102	24	2	1082173	1	969.005	
1	102	24	2	1082173	0	974.121	
1	102	25	2	1018205	1	994.452	
1	102	25	2	1018205	0	999.569	
1	102	26	2	1203204	1	1010.7	
1	102	26	2	1203204	0	1015.82	
1	102	27	2	1204200	1	1025.19	
1	102	27	2	1204200	0	1030.3	
1	102	28	2	1200130	1	1043.29	
1	102	28	2	1200130	0	1048.41	
1	102	29	2	1192033	1	1071.4	
1	102	29	2	1192033	0	1076.51	
1	102	30	2	1033035	1	1101.83	
1	102	30	2	1033035	0	1106.64	
1	102	152	2	1035159	1	1174.32	
1	102	152	2	1035159	0	1179.14	
1	102	31	2	1035159	1	1179.14	
1	102	31	2	1035159	0	1183.95	
1	102	33	2	1159034	1	1227.74	
1	102	33	2	1159034	0	1232.56	
1	102	35	2	1034027	1	1300.03	
1	102	35	2	1034027	0	1304.85	
1	102	36	2	1027174	1	1367.31	
1	102	36	2	1027174	0	1372.13	
1	102	37	2	1174080	1	1429.5	
1	102	37	2	1174080	0	1434.32	
1	102	38	2	1080182	1	1462.09	
1	102	38	2	1080182	0	1466.91	
1	102	154	2	1080182	1	1466.91	
1	102	154	2	1080182	0	1471.73	
1	102	39	2	1182999	1	1472.72	
1	102	39	2	1182999	0	1477.54	
1	103	1	3	1253218	1	361	
1	103	1	3	1253218	0	366.116	
1	103	3	3	1218217	1	384.156	
1	103	3	3	1218217	0	389.272	
1	103	4	3	1217216	1	412.395	
1	103	4	3	1217216	0	417.511	
1	103	5	3	1215214	1	442.627	
1	103	5	3	1215214	0	447.743	
1	103	6	3	1214213	1	465.086	
1	103	6	3	1214213	0	470.202	
1	103	7	3	1227212	1	502.461	
1	103	7	3	1227212	0	507.577	
1	103	8	3	1212211	1	535.152	
1	103	8	3	1212211	0	540.268	
1	103	9	3	1211210	1	579.371	
1	103	9	3	1211210	0	584.487	
1	103	10	3	1051116	1	620.036	
1	103	10	3	1051116	0	625.11	
1	103	11	3	1051116	1	637.469	
1	103	11	3	1051116	0	642.543	
1	103	12	3	1116037	1	664.819	
1	103	12	3	1116037	0	669.893	
1	103	13	3	1037039	1	714.187	
1	103	13	3	1037039	0	719.261	
1	103	14	3	1039061	1	761.031	
1	103	14	3	1039061	0	766.105	
1	103	15	3	1104044	1	803.455	
1	103	15	3	1104044	0	808.529	
1	103	16	3	1044098	1	860.365	
1	103	16	3	1044098	0	865.44	
1	103	17	3	1098258	1	914.12	
1	103	17	3	1098258	0	919.194	
1	103	18	3	1226048	1	979.635	
1	103	18	3	1226048	0	984.709	
1	103	19	3	1048223	1	1000.2	
1	103	19	3	1048223	0	1005.27	
1	103	20	3	1223113	1	1022.49	
1	103	20	3	1223113	0	1027.57	
1	103	21	3	1113225	1	1049.4	
1	103	21	3	1113225	0	1054.48	
1	103	22	3	1224222	1	1103.59	
1	103	22	3	1224222	0	1108.67	
1	103	23	3	1222100	1	1113.59	
1	103	23	3	1222100	0	1118.67	
