servers: 334
{	0	3	1.44	1	0.5	}
{   	1	3	1.44	1	0.5	}
{	401	3	27	17.38	35	}
{	402	3	19	15.26	29	}
{	403	3	30	24.55	38	}
{	404	3	30	31.93	49	}
{	405	3	17	13.61	28	}
{	406	3	73	51.36	39	}
{	407	3	21	20.36	22	}
{	408	3	54	34.05	58	}
{	409	3	35	25.23	41	}
{	410	3	23	13.47	46	}
{	411	3	20	16.39	39	}
{	412	3	33	22.38	38	}
{	413	3	30	23.7	46	}
{	414	3	38	30.4	61	}
{	415	3	36	25.28	58	}
{	416	3	50	35.43	54	}
{	417	3	22	15.06	39	}
{	418	3	33	33.6	89	}
{	419	3	21	18.91	30	}
{	420	3	34	32.51	27	}
{	421	3	19	12.82	22	}
{	422	3	14	11.64	31	}
{	423	3	26	21.26	26	}
{	424	3	16	13.01	32	}
{	425	3	16	11.26	34	}
{	426	3	26	20.4	33	}
{	427	3	69	42.95	72	}
{	428	3	17	12.02	35	}
{	429	3	33	30.05	42	}
{	430	3	92	92.09	114	}
{	2431	3	79	41.97	104	}
{	2430	3	30	22.76	29	}
{	2429	3	24	13.06	22	}
{	2428	3	36	34.78	92	}
{	2427	3	7	11.51	55	}
{	2426	3	45	26.93	28	}
{	2425	3	25	16.59	28	}
{	2424	3	13	8.77	19	}
{	2423	3	16	13.6	32	}
{	2422	3	53	36.22	43	}
{	2420	3	22	17.36	35	}
{	2419	3	28	15.95	86	}
{	2418	3	30	23.94	48	}
{	2417	3	40	22.72	26	}
{	2416	3	74	53.74	71	}
{	2415	3	82	62.7	83	}
{	2414	3	25	17.41	36	}
{	2413	3	39	30.8	78	}
{	2412	3	18	22.31	60	}
{	2411	3	54	34.09	56	}
{	2410	3	25	19.12	25	}
{	2409	3	42	26.44	20	}
{	2408	3	41	35.01	49	}
{	2407	3	23	17.26	32	}
{	2406	3	24	12.64	19	}
{	2405	3	17	21.01	54	}
{	2404	3	31	19.61	19	}
{	2403	3	30	32.87	48	}
{	2402	3	27	24.11	23	}
{	101	3	8	11.7	95	}
{	102	3	8	4.47	51	}
{	103	3	25	8.45	107	}
{	104	3	29	14.8	61	}
{	105	3	20	9.08	36	}
{	106	3	24	13.7	31	}
{	107	3	60	38.57	53	}
{	108	3	55	41.52	142	}
{	241700	3	56	27.56	49	}
{	11100	3	47	22.15	53	}
{	112	3	37	14.94	36	}
{	113	3	21	14.04	42	}
{	114	3	71	22.12	53	}
{	115	3	10	28.34	71	}
{	116	3	56	12.23	33	}
{	117	3	114	47.7	57	}
{	118	3	1	33.23	93	}
{	119	3	48	15.59	29	}
{	120	3	36	23.98	53	}
{	121	3	30	8.39	25	}
{	122	3	121	21.24	49	}
{	240500	3	26	24.12	85	}
{	12500	3	14	11.97	95	}
{	126	3	27	8.67	27	}
{	127	3	42	13.6	81	}
{	128	3	37	12.71	35	}
{	129	3	16	4.89	21	}
{	130	3	14	8.42	50	}
{	131	3	20	9.97	31	}
{	132	3	96	46.58	43	}
{	2131	3	34	17.37	48	}
{	2130	3	14	7.035	27	}
{	2129	3	16	8.08	40	}
{	2128	3	15	9.51	31	}
{	2127	3	94	44	44	}
{	2126	3	38	19.93	46	}
{	2125	3	16	7.81	46	}
{	2124	3	22	9.92	52	}
{	212311	3	47	25.97	55	}
{	40511	3	54	25.53	110	}
{	2120	3	52	33.78	56	}
{	2119	3	33	16.87	54	}
{	2118	3	41	22.68	41	}
{	2117	3	19	9.83	45	}
{	2116	3	36	25.67	44	}
{	2115	3	50	30.79	80	}
{	2114	3	47	25.27	48	}
{	2113	3	39	22.35	38	}
{	2112	3	33	14.23	57	}
{	2111	3	58	28.87	62	}
{	211011	3	51	27.89	86	}
{	41711	3	33	17.81	48	}
{	2108	3	25	20.62	38	}
{	2107	3	14	5.93	41	}
{	2106	3	14	8.02	33	}
{	2105	3	16	6.29	51	}
{	2104	3	29	11.03	111	}
{	2103	3	14	4.64	42	}
{	2102	3	28	18.29	31	}
{	301	3	50	19.98	25	}
{	42831	3	8	12.28	48	}
{	30531	3	52	14.85	59	}
{	306	3	24	19.88	47	}
{	307	3	28	22.2	35	}
{	308	3	34	33.87	86	}
{	309	3	49	29.69	58	}
{	310	3	19	9.9	23	}
{	311	3	63	78.77	114	}
{	312	3	48	36.5	78	}
{	313	3	17	10.18	37	}
{	314	3	35	24.41	30	}
{	315	3	34	16.85	35	}
{	316	3	14	7.48	22	}
{	317	3	49	31.7	33	}
{	241631	3	24	23.1	31	}
{	32131	3	43	31.95	38	}
{	322	3	38	28.65	17	}
{	323	3	67	29.66	35	}
{	324	3	33	20.74	34	}
{	325	3	102	95.59	94	}
{	2326	3	84	38.17	90	}
{	2325	3	35	20.35	34	}
{	2324	3	70	45.57	83	}
{	2323	3	17	12.07	21	}
{	232132	3	70	41.26	70	}
{	41532	3	62	41.78	80	}
{	2318	3	12	7.69	30	}
{	2317	3	17	10.34	35	}
{	2316	3	22	35.72	57	}
{	2314	3	58	42.11	26	}
{	2313	3	114	74.77	50	}
{	2312	3	42	26.56	54	}
{	2311	3	4	10.72	46	}
{	2310	3	54	24.52	59	}
{	2309	3	8	13.49	94	}
{	2308	3	36	20	29	}
{	2307	3	9	14.4	52	}
{	2306	3	28	19.54	39	}
{	230532	3	78	25.95	96	}
{	242832	3	74	33.19	64	}
{	201	3	16	11.34	18	}
{	202	3	23	19.79	36	}
{	203	3	17	14.99	20	}
{	204	3	9	6.51	20	}
{	205	3	21	22.16	29	}
{	241221	3	27	22.13	40	}
{	20821	3	29	18.86	44	}
{	209	3	23	16.53	26	}
{	210	3	25	19.75	52	}
{	211	3	48	38.57	109	}
{	212	3	11	13.06	25	}
{	213	3	23	17.82	47	}
{	214	3	14	17.73	32	}
{	215	3	34	43.73	47	}
{	230921	3	20	15.36	60	}
{	21821	3	8	5.95	25	}
{	219	3	8	6.42	24	}
{	220	3	15	10.85	45	}
{	221	3	34	40.23	45	}
{	2222	3	33	12.17	23	}
{	2221	3	10	14.36	81	}
{	2220	3	8	9.53	41	}
{	2219	3	28	17.24	32	}
{	221822	3	56	30.11	48	}
{	30922	3	82	49.71	84	}
{	2215	3	21	11.13	43	}
{	2214	3	40	27.3	61	}
{	2213	3	34	20.34	26	}
{	2212	3	89	30.34	62	}
{	2211	3	27	23.41	86	}
{	2210	3	33	24.67	31	}
{	2209	3	39	15.7	32	}
{	220822	3	22	30.11	65	}
{	41222	3	24	16.95	45	}
{	2205	3	15	6.61	16	}
{	2204	3	30	16.73	24	}
{	2203	3	22	17.17	54	}
{	2202	3	33	41.25	60	}
{	7601	3	27	25.18	30	}
{	306761	3	16	18.21	25	}
{	2228761	3	26	43.18	26	}
{	7611	3	16	18.82	31	}
{	7612	3	9	15.04	19	}
{	7613	3	17	22.33	18	}
{	7614	3	33	46.47	31	}
{	7615	3	16	20.92	30	}
{	7616	3	6	6.24	17	}
{	7617	3	5	5.42	12	}
{	132761	3	7	10.46	15	}
{	7620761	3	20	12.28	59	}
{	7621	3	6	5.45	12	}
{	7622	3	8	9.17	25	}
{	7623	3	13	14.8	34	}
{	7624	3	4	5.48	13	}
{	7625	3	18	42.47	30	}
{	27626	3	20	12.31	26	}
{	27625	3	5	2.99	18	}
{	27624	3	24	13.47	58	}
{	27623	3	8	5.88	23	}
{	27622	3	13	6.68	41	}
{	27621	3	33	26.85	101	}
{	2131762	3	21	13.28	41	}
{	2130762	3	9	6.3	21	}
{	27617	3	15	9.51	43	}
{	27616	3	38	16.51	57	}
{	27615	3	22	18.22	32	}
{	27614	3	16	10.59	41	}
{	27613	3	22	17.8	45	}
{	27612	3	36	26.09	50	}
{	27611	3	41	33.83	62	}
{	212762	3	10	8.52	31	}
{	2306762	3	33	23.85	52	}
{	40024001	3	7.58	6.22	0	}
{	40034002	3	4.26	3.49	0	}
{	40044003	3	17.41	14.28	0	}
{	40054003	3	1.37	1.12	0	}
{	40064005	3	3.05	2.53	0	}
{	40074006	3	3.93	3.25	0	}
{	40084007	3	8.84	7.31	0	}
{	40094008	3	3.27	2.71	0	}
{	40104009	3	6.00	4.96	0	}
{	40114010	3	6.33	5.23	0	}
{	40124011	3	6.65	5.51	0	}
{	40134012	3	3.05	2.53	0	}
{	40144013	3	4.47	3.70	0	}
{	40154014	3	6.33	5.23	0	}
{	40164015	3	3.16	2.62	0	}
{	40184016	3	10.36	8.57	0	}
{	40194018	3	7.64	6.32	0	}
{	40204019	3	30.54	25.27	0	}
{	40214020	3	33.05	27.35	0	}
{	40114004	3	6.00	4.96	0	}
{	40184004	3	54.54	45.13	0	}
{	40224019	3	119.33	98.74	0	}
{	40224020	3	101.99	84.39	0	}						
{	40244023	3	82.03	67.87	0	}						
{	40014002	3	7.58	6.22	0	}
{	40024003	3	4.26	3.49	0	}
{	40034004	3	38.83	32.13	0	}
{	40034005	3	1.37	1.12	0	}
{	40054006	3	3.05	2.53	0	}
{	40064007	3	3.93	3.25	0	}
{	40074008	3	8.84	7.31	0	}
{	40084009	3	3.27	2.71	0	}
{	40094010	3	6.00	4.96	0	}
{	40104011	3	6.33	5.23	0	}
{	40114012	3	6.65	5.51	0	}
{	40124013	3	3.05	2.53	0	}
{	40134014	3	4.47	3.70	0	}
{	40144015	3	6.33	5.23	0	}
{	40154016	3	3.16	2.62	0	}
{	40164018	3	10.36	8.57	0	}
{	40184019	3	7.64	6.32	0	}
{	40194020	3	30.54	25.27	0	}
{	40204021	3	33.05	27.35	0	}
{	40194022	3	119.33	98.74	0	}
{	40204022	3	101.99	84.39	0	}						
{	40234024	3	82.03	67.87	0	}						
{	40044011	3	6.00	4.96	0	}
{	40044018	3	54.54	45.13	0	}
{	7735	3	80	8	0.5	}
{	7734	3	77	7.7	0.5	}
{	7733	3	71	7.1	0.5	}
{	7732	3	49	4.9	0.5	}
{	7731	3	82	8.2	0.5	}
{	7730	3	64	6.4	0.5	}
{	7729	3	89	8.9	0.5	}
{	7728	3	99	9.9	0.5	}
{	7727	3	49	4.9	0.5	}
{	7726	3	120	12	0.5	}
{	7725	3	44	4.4	0.5	}
{	7724	3	58	5.8	0.5	}
{	7723	3	113	11.3	0.5	}
{	7722	3	89	8.9	0.5	}
{	7721	3	80	8	0.5	}
{	7720	3	127	12.7	0.5	}
{	7719	3	91	9.1	0.5	}
{	7718	3	67	6.7	0.5	}
{	7717	3	72	7.2	0.5	}
{	7716	3	80	8	0.5	}
{	7715	3	144	14.4	0.5	}
{	7714	3	117	11.7	0.5	}
{	7713	3	263	26.3	0.5	}
{	7712	3	51	5.1	0.5	}
{	7711	3	189	18.9	0.5	}
{	7710	3	301	30.1	0.5	}
{	7709	3	238	23.8	0.5	}
{	7708	3	152	15.2	0.5	}
{	7707	3	250	25	0.5	}
{	7706	3	74	7.4	0.5	}
{	7705	3	226	22.6	0.5	}
{	7704	3	144	14.4	0.5	}
{	7703	3	232	23.2	0	}
{	7702	3	314	31.4	0	}
{	7701	3	90	9	0	}
{	1777	3	33	3.3	0.5	}
{	1776	3	47	4.7	0.5	}
{	1775	3	19	19	0.5	}
{	1774	3	116	11.6	0.5	}
{	1773	3	89	8.9	0.5	}
{	1772	3	53	5.3	0.5	}
{	1771	3	100	10	0.5	}
{	1770	3	142	14.2	0.5	}
{	1769	3	35	3.5	0.5	}
{	1768	3	61	6.1	0.5	}
{	1767	3	83	8.3	0.5	}
{	1766	3	73	7.3	0.5	}
{	1765	3	93	9.3	0.5	}
{	1764	3	136	13.6	0.5	}
{	1763	3	100	10	0.5	}
{	1762	3	19	1.9	0.5	}
{	1761	3	120	12	0.5	}
{	1760	3	40	4	0.5	}

nodes: 633
{	1	3	28238	29971	}	
{	2	3	28613	30671	}	
{	3	3	28435	31992	}	
{	4	3	29450	33566	}	
{	5	3	30539	35740	}	
{	6	3	31067	36010	}	
{	7	3	30924	36806	}	
{	8	3	30019	37203	}	
{	9	3	30266	38179	}	
{ 	10	3	30561	38646	}	
{	11	3	30060	38938	}	
{	12	3	29317	38899	}	
{	13	3	28453	39160	}	
{	14	3	27777	39770	}	
{	15	3	27245	40749	}	
{	16	3	26349	41133	}	
{	17	3	25239	41630	}	
{	18	3	24641	42066	}	
{	19	3	24616	42574	}	
{	20	3	32191	34386	}	
{	21	3	32012	35807	}	
{	22	3	31743	36283	}	
{	23	3	26630	40249	}	
{	24	3	25926	40390	}	
{	25	3	25107	40510	}	
{	26	3	24070	40870	}	
{	27	3	22927	41623	}	
{	28	3	22089	42757	}	
{	29	3	21326	43693	}	
{ 	30	3	20371	43807	}	
{	31	3	20167	45125	}	
{	32	3	19969	46780	}	
{	33	3	18795	47168	}	
{	34	3	17930	47997	}	
{	35	3	16771	47614	}	
{	36	3	16173	47564	}	
{	37	3	19897	30322	}	
{	38	3	20509	30528	}	
{	39	3	22165	31226	}	
{	40	3	22862	32512	}	
{	41	3	24258	33339	}	
{	42	3	24889	34286	}	
{	43	3	24902	34966	}	
{	44	3	25601	35386	}	
{	45	3	26541	35540	}	
{	46	3	27382	36820	}	
{ 	47	3	28335	37084	}	
{	48	3	28875	37539	}	
{	49	3	30619	37380	}	
{	50	3	16788	34430	}	
{	51	3	17444	33764	}	
{	52	3	18218	33590	}	
{	53	3	19064	34158	}	
{	54	3	19658	35049	}	
{	55	3	19725	35783	}	
{	56	3	20350	35980	}	
{	57	3	21106	36450	}	
{	58	3	22130	36406	}	
{	59	3	22925	36738	}	
{ 	60	3	23644	36858	}	
{	61	3	24405	37128	}	
{	62	3	25392	37249	}	
{	63	3	26628	37256	}	
{	64	3	27270	37384	}	
{	65	3	28222	37024	}	
{	66	3	28457	36462	}	
{	67	3	29202	36067	}	
{	68	3	29786	36345	}	
{	69	3	30002	36954	}	
{	70	3	30681	39203	}	
{	71	3	30840	39890	}	
{	72	3	31083	40914	}	
{	73	3	31030	41417	}	
{	74	3	30565	41933	}	
{ 	75	3	30669	42648	}	
{	76	3	30510	43302	}	
{	77	3	29650	43742	}	
{	78	3	29476	44208	}	
{	79	3	29140	44906	}	
{	80	3	28354	45724	}	
{	81	3	31723	41285	}	
{	82	3	32529	41313	}	
{	83	3	33165	41660	}	
{	84	3	33118	42465	}	
{ 	85	3	34110	43348	}	
{	86	3	34270	44402	}	
{	87	3	31776	41755	}	
{	88	3	31834	42344	}	
{	89	3	32066	43096	}	
{	90	3	31481	44057	}	
{	91	3	31287	44724	}	
{	92	3	31432	45532	}	
{	93	3	32064	46941	}	
{	94	3	32551	47967	}	
{	95	3	21419	28460	}	
{	96	3	21943	28820	}	
{	97	3	22923	29624	}	
{	98	3	24536	32711	}	
{	99	3	25369	33523	}	
{	100	3	26098	34107	}	
{	101	1	28238	29971	}	
{	102	2	28238	29971	1	}
{	103	1	32191	34386	}	
{	104	2	32191	34386	1	}
{	105	1	16173	47564	}	
{	106	2	16173	47564	1	}
{	107	1	24616	42574	}	
{	108	2	24616	42574	1	}
{	109	1	16788	34430	}	
{	110	2	16788	34430	1	}
{	111	1	22130	36406	}	
{	112	2	22130	36406	1	}
{	113	1	25392	37249	}	
{	114	2	25392	37249	1	}
{	115	1	27463	45121	}	
{	116	2	27463	45121	1	}
{	117	1	32551	47967	}	
{	118	2	32551	47967	1	}
{	119	1	34270	44402	}	
{	120	2	34270	44402	1	}
{	121	1	19897	30322	}	
{	122	2	19897	30322	1	}
{	123	1	21419	28460	}	
{	124	2	21419	28460	1	}
{	125	1	30619	37380	}	
{	126	2	30619	37380	1	}
{	400	3	32095	36841	}	
{	401	3	31797	36695	}	
{	402	3	31859	36469	}	
{	403	3	31730	36316	}	
{	404	3	31255	36108	}	
{	405	3	31029	36004	}	
{	406	3	30656	35840	}	
{	407	3	30346	35762	}	
{	408	3	30083	35676	}	
{	409	3	29816	35818	}	
{	410	3	29496	35988	}	
{	411	3	29188	36102	}	
{	412	3	28964	36289	}	
{	413	3	28555	36477	}	
{	414	3	28242	37128	}	
{	415	3	28115	37344	}	
{	416	3	27762	37364	}	
{	417	3	27711	37802	}	
{	418	3	28308	38920	}	
{	419	3	28420	39236	}	
{	420	3	28615	39174	}	
{	421	3	28822	39093	}	
{	422	3	29098	39016	}	
{	423	3	29314	38961	}	
{	424	3	29626	38938	}	
{	425	3	29673	39118	}	
{	426	3	29798	39535	}	
{	427	3	30038	39830	}	
{	428	3	30445	39990	}	
{	429	3	30864	39919	}	
{	430	3	31140	40918	}	
{	432	1	32095	36841	}	
{	433	2	31140	40918	1	}
{	434	1	31140	40918	}	
{	435	2	32095	36841	1	}
{	1000	3	25789	38743	}	
{	1001	3	25924	38483	}	
{	1002	3	26138	38315	}	
{	1003	3	26572	38151	}	
{	1004	3	26892	38104	}	
{	1005	3	27216	38001	}	
{	1006	3	27491	37833	}	
{	1007	3	27711	37802	}	
{	1011	3	28554	37133	}	
{	1012	3	28951	37224	}	
{	1013	3	29191	37279	}	
{	1014	3	29517	37199	}	
{	1015	3	29632	37113	}	
{	1016	3	29976	36932	}	
{	1017	3	30413	36826	}	
{	1018	3	30579	36767	}	
{	1019	3	30660	36542	}	
{	1020	3	30747	36356	}	
{	1021	3	31020	36410	}	
{	1025	3	32162	35754	}	
{	1026	3	32138	35417	}	
{	1027	3	32477	35551	}	
{	1028	3	32580	35732	}	
{	1029	3	32646	35994	}	
{	1030	3	32797	36068	}	
{	1031	3	32903	36276	}	
{	1032	3	33118	36096	}	
{	1033	1	25789	38743	}	
{	1034	2	33118	36096	1	}
{	1035	1	33118	36096	}	
{	1036	2	25789	38743	1	}
{	3000	3	29675	39750	}	
{	3005	3	31405	39628	}	
{	3006	3	31170	39308	}	
{	3007	3	31208	38995	}	
{	3008	3	30605	38697	}	
{	3009	3	30308	38278	}	
{	3010	3	30202	38001	}	
{	3011	3	29954	37670	}	
{	3012	3	29488	37760	}	
{	3013	3	29153	37732	}	
{	3014	3	28944	37675	}	
{	3015	3	28475	37579	}	
{	3016	3	28328	37505	}	
{	3021	3	28409	36039	}	
{	3022	3	28304	35867	}	
{	3023	3	28038	35554	}	
{	3024	3	27804	35374	}	
{	3025	3	28207	35001	}	
{	3027	1	28207	35001	}	
{	3028	2	28207	35001	1	}
{	3029	1	29675	39750	}	
{	3030	2	29675	39750	1	}
{	2000	3	29206	35368	}	
{	2001	3	28978	35471	}	
{	2002	3	29005	35688	}	
{	2003	3	28922	35759	}	
{	2004	3	29038	35931	}	
{	2008	3	30077	36254	}	
{	2009	3	30224	36442	}	
{	2010	3	30581	36938	}	
{	2011	3	30574	37164	}	
{	2012	3	30588	37490	}	
{	2013	3	30729	37925	}	
{	2014	3	30697	38375	}	
{	2018	3	31636	39284	}	
{	2019	3	31906	39354	}	
{	2020	3	32136	39434	}	
{	2021	3	32072	39699	}	
{	2023	1	32072	39699	}	
{	2024	2	32072	39699	1	}
{	2025	1	29206	35368	}	
{	2026	2	29206	35368	1	}
{	7600	3	31572	39873	}	
{	7610	3	30777	37180	}	
{	7611	3	31268	37318	}	
{	7612	3	31709	37283	}	
{	7613	3	32003	37114	}	
{	7614	3	32148	36849	}	
{	7615	3	32390	36404	}	
{	7616	3	32773	36364	}	
{	7620	3	32790	35557	}	
{	7621	3	32768	35355	}	
{	7622	3	32426	35299	}	
{	7623	3	32364	35100	}	
{	7624	3	32503	34779	}	
{	7625	3	32370	34521	}	
{	7628	1	31572	39873	}	
{	7631	2	32223	34352	1	}
{	7630	1	32223	34352	}	
{	7629	2	31572	39873	1	}
{	2230	3	26898	33771	}	
{	2231	3	26098	34107	}	
{	2232	3	25159	34411	}	
{	2233	3	24889	34286	}	
{	2234	3	24078	34402	}	
{	2235	3	24162	34685	}	
{	2236	3	24094	34973	}	
{	2237	3	24653	36003	}
{	2238	3	24653	36003	}
{	2200	3	25266	37335	}	
{	2201	3	25430	37868	}	
{	2202	3	26131	38196	}	
{	2203	3	27141	39164	}	
{	2204	3	27518	39354	}	
{	2205	3	27885	39715	}	
{	2206	3	27899	40262	}	
{	2207	3	28303	40991	}	
{	2208	3	28814	41294	}	
{	2209	3	29396	41416	}	
{	2210	3	30294	41518	}	
{	2211	3	31011	41419	}	
{	2212	3	31067	40847	}	
{	2213	3	31557	40515	}	
{	2214	3	31866	40419	}	
{	2215	3	32185	40416	}	
{	2216	3	32703	40077	}
{	2217	3	33401	39937	}
{	2218	1	26898	33771	}	
{	2219	2	26898	33771	1	}
{	2220	1	33401	39937		}	
{	2221	2	33401	39937	1	}
{	3600	3	5619	53635	}	
{	3601	3	6619	56957	}	
{	3602	3	7605	54526	}	
{	3603	3	12816	53289	}	
{	3604	3	17531	52458	}	
{	3605	3	21353	51699	}	
