1	4	84	1698.99	1	
1	4	97	1750.05	1.25773	
1	4	92	1563.21	1.40217	
1	4	94	1677.27	1	
1	4	105	1770.41	1.2	
1	4	150	1285.08	1.91333	
1	4	90	1673.06	1	
