76	1	4	1	3337.4	3337.4	1	1	-0.725278	1	
74	1	4	1	3297.8	3297.8	1	1	-0.906069	1	
80	1	4	1	3434.71	3434.71	1	1	-0.690708	1	
79	1	4	1	3425.84	3425.84	1	1	-0.561852	1	
66	1	4	1	3129.88	3129.88	1	1	-0.646035	1	
72	1	4	1	3233.33	3233.33	1	1	-0.675866	1	
82	1	4	1	3468.51	3468.51	1	1	-0.428048	1	
70	1	4	1	3179.5	3179.5	1	1	-0.69877	1	
75	1	4	1	3313.77	3313.77	1	1	-0.412048	1	
78	1	4	1	3384.17	3384.17	1	1	-0.265628	1	
71	1	4	1	3212.99	3212.99	1	1	-0.598118	1	
77	1	4	1	3347.75	3347.75	1	1	-0.533929	1	
67	1	4	1	3136.73	3136.73	1	1	-0.99729	1	
81	1	4	1	3463.79	3463.79	1	1	-0.480715	1	
69	1	4	1	3166.12	3166.12	1	1	-0.620416	1	
68	1	4	1	3144.76	3144.76	1	1	-0.604473	1	
94	1	4	1	3571.66	3571.66	1	1	-0.589948	1	
97	1	4	1	3626.1	3626.1	1	1	-0.729963	1	
88	1	4	1	3502.63	3502.63	1	1	-0.52747	1	
83	1	4	1	3468.69	3468.69	1	1	-0.590907	1	
95	1	4	1	3579.86	3579.86	1	1	-0.404746	1	
86	1	4	1	3496.15	3496.15	1	1	-0.310434	1	
101	1	4	1	3701.37	3701.37	1	1	-1.06958	1	
84	1	4	1	3477.93	3477.93	1	1	-0.535384	1	
87	1	4	1	3497.12	3497.12	1	1	-0.693533	1	
85	1	4	1	3490.27	3490.27	1	1	-0.573034	1	
91	1	4	1	3531.61	3531.61	1	1	-0.27232	1	
93	1	4	1	3551.04	3551.04	1	1	-0.767204	1	
96	1	4	1	3610.25	3610.25	1	1	-1.13234	1	
92	1	4	1	3546.02	3546.02	1	1	-0.428808	1	
99	1	4	1	3651.27	3651.27	1	1	-0.790595	1	
98	1	4	1	3627.54	3627.54	1	1	-1.37101	1	
100	1	4	1	3698.78	3698.78	1	1	-0.869139	1	
90	1	4	1	3523.32	3523.32	1	1	-0.623266	1	
89	1	4	1	3512.79	3512.79	1	1	-0.800146	1	
118	1	4	1	4123.35	4123.35	1	1	-0.66971	1	
116	1	4	1	4042.56	4042.56	1	1	-0.855858	1	
109	1	4	1	3855.33	3855.33	1	1	-0.350383	1	
104	1	4	1	3775.05	3775.05	1	1	-1.05659	1	
112	1	4	1	3925.85	3925.85	1	1	-0.331601	1	
