1	1	4	183	
2	1	2	0	
2	2	3	0	
3	2	3	0	
3	3	4	0	
4	3	4	0	
1	1	4	167	
2	1	2	28	
2	2	3	2	
3	2	3	25	
3	3	4	25	
4	3	4	2	
1	1	4	154	
2	1	2	37	
2	2	3	29	
3	2	3	8	
3	3	4	8	
4	3	4	29	
1	1	4	209	
2	1	2	0	
2	2	3	0	
3	2	3	0	
3	3	4	0	
4	3	4	0	
1	1	4	185	
2	1	2	29	
2	2	3	0	
3	2	3	23	
3	3	4	23	
4	3	4	0	
1	1	4	27	
2	1	2	195	
2	2	3	151	
3	2	3	1	
3	3	4	1	
4	3	4	136	
1	1	4	184	
2	1	2	11	
2	2	3	0	
3	3	4	0	
3	2	3	0	
4	3	4	0	
