1	4	84	1698.99	1	
1	1	4	4	84	1698.99
1	4	97	1750.05	1.25773	
1	1	4	4	72	1664.37
1	1	2	2	4	4	23	2054.54
1	1	3	3	4	4	2	1332.8
1	4	92	1563.21	1.40217	
1	1	4	4	55	1700.68
1	1	3	3	4	4	29	1228.85
1	1	2	2	4	4	8	1830.16
1	4	94	1677.27	1	
1	1	4	4	94	1677.27
1	4	105	1770.41	1.2	
1	1	4	4	84	1684.09
1	1	2	2	4	4	21	2115.69
1	4	150	1285.08	1.91333	
1	1	3	3	4	4	136	1242.64
1	1	4	4	13	1704.85
1	1	2	2	4	4	1	1600.27
1	4	90	1673.06	1	
1	1	4	4	90	1673.06
