links: 1129
periods: 1
periodlength: 15000
{	36233625	120	}
{	36013600	120	}
{	36023601	120	}
{	36033602	120	}
{	36043603	120	}
{	36053604	120	}
{	36063605	120	}
{	36073606	120	}
{	36083607	120	}
{	36093608	120	}
{	36103609	120	}
{	36113610	120	}
{	36123611	120	}
{	36133612	120	}
{	36143613	120	}
{	36153614	120	}
{	36163615	120	}
{	36173616	120	}
{	36183617	120	}
{	36193618	120	}
{	36203619	120	}
{	36213620	120	}
{	36223621	120	}
{	36233622	120	}
{	36273623	120	}
{	36003628	120	}
{	35003501	120	}
{	35013502	120	}
{	35023503	120	}
{	35033504	120	}
{	35043505	120	}
{	35053506	120	}
{	35063507	120	}
{	35073508	120	}
{	35083509	120	}
{	35093510	120	}
{	35103511	120	}
{	35113512	120	}
{	35123513	120	}
{	35133609	120	}
{	36133519	120	}
{	35193520	120	}
{	35203521	120	}
{	35213522	120	}
{	35223523	120	}
{	35233524	120	}
{	35243525	120	}
{	35253526	120	}
{	35293500	120	}
{	35263530	120	}
{	35263525	120	}
{	35253524	120	}
{	35243523	120	}
{	35233522	120	}
{	35223521	120	}
{	35213520	120	}
{	35203519	120	}
{	35193613	120	}
{	36093513	120	}
{	35133512	120	}
{	35123511	120	}
{	35113510	120	}
{	35103509	120	}
{	35093508	120	}
{	35083507	120	}
{	35073506	120	}
{	35063505	120	}
{	35053504	120	}
{	35043503	120	}
{	35033502	120	}
{	35023501	120	}
{	35013500	120	}
{	35313526	120	}
{	35003532	120	}
{	72007201	120	}
{	72017202	120	}
{	72027203	120	}
{	72037204	120	}
{	72047205	120	}
{	72057206	120	}
{	72067207	120	}
{	72077208	120	}
{	72087209	120	}
{	72097210	120	}
{	72107211	120	}
{	72117212	120	}
{	72127213	120	}
{	72137214	120	}
{	72147215	120	}
{	72157216	120	}
{	72167217	120	}
{	72177218	120	}
{	72187219	120	}
{	72197220	120	}
{	72207221	120	}
{	72217222	120	}
{	72227223	120	}
{	72237224	120	}
{	72247225	120	}
{	72257226	120	}
{	72267227	120	}
{	72277228	120	}
{	72287229	120	}
{	72297230	120	}
{	72307231	120	}
{	72317233	120	}
{	72347200	120	}
{	72317230	120	}
{	72307228	120	}
{	72287227	120	}
{	72277226	120	}
{	72267225	120	}
{	72257224	120	}
{	72247223	120	}
{	72237222	120	}
{	72227221	120	}
{	72217220	120	}
{	72207219	120	}
{	72197218	120	}
{	72187217	120	}
{	72177216	120	}
{	72167215	120	}
{	72157214	120	}
{	72147213	120	}
{	72137212	120	}
{	72127211	120	}
{	72117210	120	}
{	72107209	120	}
{	72097208	120	}
{	72087207	120	}
{	72077206	120	}
{	72067205	120	}
{	72057204	120	}
{	72047203	120	}
{	72037202	120	}
{	72027201	120	}
{	72017200	120	}
{	72007236	120	}
{	72357231	120	}
{	73007301	120	}
{	73017302	120	}
{	73027303	120	}
{	73037304	120	}
{	73047305	120	}
{	73057306	120	}
{	73067307	120	}
{	73077308	120	}
{	73087309	120	}
{	73097310	120	}
{	73107311	120	}
{	73117312	120	}
{	73127313	120	}
{	73137314	120	}
{	73147315	120	}
{	73157316	120	}
{	73167317	120	}
{	73177318	120	}
{	73187319	120	}
{	73197320	120	}
{	73207321	120	}
{	73217322	120	}
{	73227323	120	}
{	73237324	120	}
{	73247227	120	}
{	73327300	120	}
{	72317331	120	}
{	72277324	120	}
{	73247323	120	}
{	73237322	120	}
{	73227321	120	}
{	73217320	120	}
{	73207319	120	}
{	73197318	120	}
{	73187317	120	}
{	73177316	120	}
{	73167315	120	}
{	73157314	120	}
{	73147313	120	}
{	73137312	120	}
{	73127311	120	}
{	73117310	120	}
{	73107309	120	}
{	73097308	120	}
{	73087307	120	}
{	73077306	120	}
{	73067305	120	}
{	73057304	120	}
{	73047303	120	}
{	73037302	120	}
{	73027301	120	}
{	73017300	120	}
{	73007334	120	}
{	73337231	120	}
{	77007701	120	}
{	77017702	120	}
{	77027703	120	}
{	77037704	120	}
{	77047705	120	}
{	77057706	120	}
{	77067707	120	}
{	77077708	120	}
{	77087709	120	}
{	77097710	120	}
{	77107711	120	}
{	77117712	120	}
{	77127713	120	}
{	77137714	120	}
{	77147715	120	}
{	77157716	120	}
{	77167717	120	}
{	77177718	120	}
{	77187719	120	}
{	77197720	120	}
{	77207721	120	}
{	77217722	120	}
{	77227723	120	}
{	77237724	120	}
{	77247725	120	}
{	77257726	120	}
{	77267727	120	}
{	77277728	120	}
{	77287729	120	}
{	77297730	120	}
{	77307731	120	}
{	77317732	120	}
{	77327733	120	}
{	77337734	120	}
{	77347735	120	}
{	77357737	120	}
{	77387700	120	}
{	77357734	120	}
{	77347733	120	}
{	77337732	120	}
{	77327731	120	}
{	77317730	120	}
{	77307729	120	}
{	77297728	120	}
{	77287727	120	}
{	77277726	120	}
{	77267725	120	}
{	77257724	120	}
{	77247723	120	}
{	77237722	120	}
{	77227721	120	}
{	77217720	120	}
{	77207719	120	}
{	77197718	120	}
{	77187717	120	}
{	77177716	120	}
{	77167715	120	}
{	77157714	120	}
{	77147713	120	}
{	77137712	120	}
{	77127711	120	}
{	77117710	120	}
{	77107709	120	}
{	77097708	120	}
{	77087707	120	}
{	77077706	120	}
{	77067705	120	}
{	77057704	120	}
{	77047703	120	}
{	77037702	120	}
{	77027701	120	}
{	77017700	120	}
{	77007740	120	}
{	77397735	120	}
{	77027803	120	}
{	78037804	120	}
{	78047805	120	}
{	78057806	120	}
{	78067807	120	}
{	78077808	120	}
{	78087809	120	}
{	78097810	120	}
{	78107811	120	}
{	78117812	120	}
{	78127813	120	}
{	78137814	120	}
{	78147815	120	}
{	78157816	120	}
{	78167817	120	}
{	78177818	120	}
{	78187819	120	}
{	78227700	120	}
{	78197821	120	}
{	78197818	120	}
{	78187817	120	}
{	78177816	120	}
{	78167815	120	}
{	78157814	120	}
{	78147813	120	}
{	78137812	120	}
{	78127811	120	}
{	78117810	120	}
{	78107809	120	}
{	78097808	120	}
{	78087807	120	}
{	78077806	120	}
{	78067805	120	}
{	78057804	120	}
{	78047803	120	}
{	78037702	120	}
{	78237819	120	}
{	77007824	120	}
{	77241760	120	}
{	17601761	120	}
{	17611763	120	}
{	17631764	120	}
{	17641765	120	}
{	17651766	120	}
{	17661767	120	}
{	17671768	120	}
{	17681769	120	}
{	17691770	120	}
{	17701771	120	}
{	17711772	120	}
{	17721773	120	}
{	17731774	120	}
{	17741775	120	}
{	17751776	120	}
{	17761777	120	}
{	17771778	120	}
{	17781780	120	}
{	17817700	120	}
{	17781777	120	}
{	17771776	120	}
{	17761775	120	}
{	17751774	120	}
{	17741773	120	}
{	17731772	120	}
{	17721771	120	}
{	17711770	120	}
{	17701769	120	}
{	17691768	120	}
{	17681767	120	}
{	17671766	120	}
{	17661765	120	}
{	17651764	120	}
{	17641762	120	}
{	17621761	120	}
{	17611762	120	}
{	17627724	120	}
{	77001783	120	}
{	17821778	120	}
{	79007901	120	}
{	79017902	120	}
{	79027903	120	}
{	79037904	120	}
{	79047905	120	}
{	79057906	120	}
{	79067907	120	}
{	79077908	120	}
{	79087909	120	}
{	79097910	120	}
{	79107911	120	}
{	79117912	120	}
{	79127913	120	}
{	79137914	120	}
{	79147915	120	}
{	79157916	120	}
{	79167917	120	}
{	79177919	120	}
{	79207900	120	}
{	79177916	120	}
{	79167915	120	}
{	79157914	120	}
{	79147913	120	}
{	79137912	120	}
{	79127911	120	}
{	79117910	120	}
{	79107909	120	}
{	79097908	120	}
{	79087907	120	}
{	79077906	120	}
{	79067905	120	}
{	79057904	120	}
{	79047903	120	}
{	79037902	120	}
{	79027901	120	}
{	79017900	120	}
{	79007922	120	}
{	79217917	120	}
{	38053604	120	}
{	36213800	120	}
{	38003801	120	}
{	38013802	120	}
{	38023804	120	}
{	38053609	120	}
{	38063802	120	}
{	36043807	120	}
{	38023801	120	}
{	38013800	120	}
{	38003621	120	}
{	71007206	120	}
{	72187101	120	}
{	71027218	120	}
{	72067103	120	}
{	36293604	120	}
{	36133630	120	}
{	36313613	120	}
{	36043632	120	}
{	36333600	120	}
{	36213634	120	}
{	36353621	120	}
{	36003636	120	}
{	35333508	120	}
{	35243534	120	}
{	35353524	120	}
{	35083536	120	}
{	35373609	120	}
{	35223538	120	}
{	35393522	120	}
{	36093540	120	}
{	51005101	120	}
{	51015102	120	}
{	51025103	120	}
{	51035104	120	}
{	51045105	120	}
{	51055106	120	}
{	51065107	120	}
{	51077705	120	}
{	77065110	120	}
{	51105111	120	}
{	51117707	120	}
{	77075113	120	}
{	51137708	120	}
{	77085115	120	}
{	51155116	120	}
{	51165117	120	}
{	51175118	120	}
{	51185119	120	}
{	51195120	120	}
{	51205122	120	}
{	51235100	120	}
{	51205121	120	}
{	51215118	120	}
{	51185117	120	}
{	51175116	120	}
{	51165115	120	}
{	51157708	120	}
{	77085113	120	}
{	51137707	120	}
{	77075111	120	}
{	51115110	120	}
{	51107706	120	}
{	77055107	120	}
{	51075106	120	}
{	51065105	120	}
{	51055104	120	}
{	51045103	120	}
{	51035102	120	}
{	51025101	120	}
{	51015100	120	}
{	51005125	120	}
{	51245120	120	}
{	25002501	120	}
{	25012502	120	}
{	25022503	120	}
{	25032504	120	}
{	25042505	120	}
{	25052506	120	}
{	25062507	120	}
{	25072508	120	}
{	25082509	120	}
{	25092510	120	}
{	25102511	120	}
{	25112512	120	}
{	25122513	120	}
{	25132514	120	}
{	25142515	120	}
{	25162514	120	}
{	25142513	120	}
{	25132512	120	}
{	25122511	120	}
{	25112510	120	}
{	25102509	120	}
{	25092508	120	}
{	25082507	120	}
{	25072506	120	}
{	25062505	120	}
{	25052504	120	}
{	25042503	120	}
{	25032502	120	}
{	25022501	120	}
{	25012517	120	}
{	40014050	120	}
{	40024001	120	}
{	40034002	120	}
{	40044003	120	}
{	40054003	120	}
{	40064005	120	}
{	40074006	120	}
{	40084007	120	}
{	40094008	120	}
{	40104009	120	}
{	40114010	120	}
{	40124011	120	}
{	40134012	120	}
{	40144013	120	}
{	40154014	120	}
{	40164015	120	}
{	40184016	120	}
{	40194018	120	}
{	40204019	120	}
{	40214020	120	}
{	40114004	120	}
{	40184004	120	}
{	40224019	120	}
{	40224020	120	}
{	40234022	120	}
{	40244023	120	}
{	47114021	120	}
{	42214023	120	}
{	47414024	120	}
{	40004001	120	}
{	40014002	120	}
{	40024003	120	}
{	40034004	120	}
{	40034005	120	}
{	40054006	120	}
{	40064007	120	}
{	40074008	120	}
{	40084009	120	}
{	40094010	120	}
{	40104011	120	}
{	40114012	120	}
{	40124013	120	}
{	40134014	120	}
{	40144015	120	}
{	40154016	120	}
{	40164018	120	}
{	40184019	120	}
{	40194020	120	}
{	40204021	120	}
{	40194022	120	}
{	40204022	120	}
{	40224023	120	}
{	40234024	120	}
{	40244742	120	}
{	40214712	120	}
{	40234222	120	}
{	40044011	120	}
{	40044018	120	}
{	22402241	120	}
{	22412242	120	}
{	22422243	120	}
{	22432244	120	}
{	22442245	120	}
{	22452246	120	}
{	22462247	120	}
{	22472248	120	}
{	22482249	120	}
{	22492236	120	}
{	22002251	120	}
{	22522200	120	}
{	22362249	120	}
{	22492248	120	}
{	22482247	120	}
{	22472246	120	}
{	22462245	120	}
{	22452244	120	}
{	22442243	120	}
{	22432242	120	}
{	22422241	120	}
{	22412250	120	}
{	70207000	120	}
{	70007001	120	}
{	70017002	120	}
{	70027610	120	}
{	76127007	120	}
{	70077008	120	}
{	70087009	120	}
{	70097010	120	}
{	70107011	120	}
{	70117021	120	}
{	70227011	120	}
{	70117010	120	}
{	70107009	120	}
{	70097008	120	}
{	70087007	120	}
{	70077612	120	}
{	76107002	120	}
{	70027001	120	}
{	70017000	120	}
{	70007023	120	}
{	70257625	120	}
{	76257024	120	}


